index,influence,blend_in,special,leader,authority
2724,yes,no,yes,yes,yes
2725,yes,yes,yes,yes,yes
2726,yes,no,yes,yes,yes
2727,yes,no,yes,yes,yes
2728,yes,yes,no,yes,yes
2729,yes,no,no,yes,no
2730,yes,yes,yes,yes,yes
2731,yes,yes,yes,yes,yes
2732,yes,no,yes,no,yes
2733,no,yes,yes,no,yes
2734,yes,yes,no,yes,no
2735,yes,no,yes,no,yes
2736,no,no,no,yes,no
2737,no,yes,yes,no,no
2738,yes,yes,no,no,no
2739,no,yes,no,yes,no
2740,yes,no,no,yes,yes
2741,yes,yes,no,yes,no
2742,yes,no,no,no,yes
2743,yes,yes,yes,yes,yes
2744,yes,no,yes,yes,yes
2745,yes,no,no,no,no
2746,yes,no,no,no,no
2747,yes,yes,no,yes,no
2748,yes,no,yes,yes,yes
2749,yes,yes,yes,yes,yes
2750,no,yes,no,no,no
2751,no,yes,no,no,no
2752,no,yes,no,no,no
2753,no,yes,no,no,yes
2754,no,yes,no,no,no
2755,yes,yes,yes,yes,yes
2756,yes,no,yes,yes,yes
2757,yes,yes,no,no,no
2758,no,yes,no,no,no
2759,no,no,no,no,no
2760,yes,no,no,yes,no
2761,yes,yes,no,yes,no
2762,yes,yes,yes,yes,no
2763,no,yes,yes,yes,yes
2764,no,yes,no,no,no
2765,no,yes,no,yes,no
2766,yes,no,yes,yes,yes
2767,yes,yes,yes,no,yes
2768,no,yes,no,no,no
2769,yes,no,no,yes,no
2770,yes,no,no,yes,yes
2771,yes,yes,no,yes,yes
2772,no,yes,no,no,no
2773,yes,yes,yes,yes,no
2774,no,no,yes,yes,yes
2775,no,no,no,no,yes
2776,yes,yes,yes,no,no
2777,no,yes,no,yes,no
2778,yes,yes,no,no,no
2779,yes,yes,yes,no,no
2780,yes,yes,no,no,yes
2781,yes,no,yes,yes,no
2782,no,yes,no,no,no
2783,yes,yes,yes,no,yes
2784,yes,yes,yes,yes,yes
2785,yes,no,no,yes,no
2786,no,yes,no,no,yes
2787,yes,yes,no,no,yes
2788,yes,no,yes,no,no
2789,no,yes,no,no,no
2790,no,yes,yes,no,yes
2791,yes,yes,no,no,no
2792,yes,yes,no,no,no
2793,yes,no,yes,yes,yes
2794,no,yes,yes,no,no
2795,yes,yes,no,yes,no
2796,no,yes,yes,yes,yes
2797,yes,no,yes,no,yes
2798,no,yes,yes,yes,no
2799,yes,yes,yes,yes,no
2800,yes,no,no,no,no
2801,yes,yes,no,no,no
2802,yes,yes,yes,yes,no
2803,yes,yes,yes,yes,yes
2804,yes,yes,no,no,no
2805,yes,yes,no,no,no
2806,yes,no,yes,no,no
2807,no,yes,no,no,no
2808,yes,no,yes,yes,no
2809,yes,yes,no,yes,yes
2810,yes,yes,yes,no,no
2811,no,yes,no,no,yes
2812,no,yes,no,no,yes
2813,yes,yes,no,yes,no
2814,yes,no,yes,no,yes
2815,yes,no,yes,no,no
2816,no,no,yes,yes,yes
2817,no,yes,no,yes,no
2818,yes,yes,yes,no,no
2819,no,yes,no,no,no
2820,no,yes,no,yes,yes
2821,yes,no,yes,yes,yes
2822,yes,no,yes,yes,no
2823,no,yes,no,no,no
2824,yes,yes,no,no,yes
2825,yes,no,no,no,no
2826,yes,no,yes,yes,yes
2827,yes,no,yes,yes,yes
2828,yes,yes,yes,no,no
2829,yes,yes,yes,yes,no
2830,yes,no,yes,yes,yes
2831,no,yes,no,yes,no
2832,yes,yes,no,yes,yes
2833,no,yes,no,no,yes
2834,yes,no,yes,yes,yes
2835,yes,yes,yes,yes,yes
2836,no,yes,yes,no,yes
2837,yes,yes,no,no,no
2838,no,yes,no,no,no
2839,yes,yes,yes,no,no
2840,yes,yes,no,yes,no
2841,yes,no,yes,yes,yes
2842,no,yes,no,no,no
2843,yes,no,no,yes,yes
2844,yes,no,no,no,no
2845,yes,no,yes,yes,yes
2846,yes,no,no,yes,no
2847,yes,yes,no,no,yes
2848,yes,yes,no,no,no
2849,yes,no,no,no,yes
2850,yes,yes,no,yes,yes
2851,yes,yes,yes,no,yes
2852,yes,yes,yes,yes,yes
2853,no,yes,yes,no,yes
2854,yes,yes,no,yes,no
2855,yes,no,yes,yes,yes
2856,yes,no,no,no,yes
2857,yes,no,yes,yes,yes
2858,no,yes,no,no,no
2859,yes,yes,yes,yes,no
2860,yes,yes,yes,yes,yes
2861,no,yes,no,no,no
2862,yes,yes,yes,no,no
2863,yes,yes,yes,yes,yes
2864,no,yes,no,yes,no
2865,yes,yes,no,no,yes
2866,yes,yes,yes,yes,yes
2867,no,no,yes,no,yes
2868,yes,no,no,no,no
2869,no,yes,no,no,no
2870,yes,yes,no,yes,yes
2871,yes,yes,yes,yes,yes
2872,yes,yes,no,yes,yes
2873,yes,no,yes,no,yes
2874,yes,no,yes,yes,yes
2875,no,yes,no,yes,no
2876,yes,yes,no,no,yes
2877,yes,yes,yes,no,no
2878,yes,no,yes,yes,no
2879,yes,yes,yes,yes,yes
2880,yes,yes,no,no,no
2881,yes,yes,yes,no,yes
2882,no,yes,yes,no,no
2883,no,no,yes,yes,yes
2884,no,yes,no,no,no
2885,yes,no,no,yes,yes
2886,no,yes,yes,yes,no
2887,yes,yes,yes,yes,yes
2888,yes,no,no,yes,no
2889,yes,yes,yes,yes,no
2890,no,no,no,no,no
2891,no,yes,no,no,no
2892,no,yes,yes,yes,no
2893,yes,yes,no,yes,no
2894,yes,yes,no,yes,yes
2895,yes,yes,yes,yes,no
2896,yes,no,yes,yes,yes
2897,no,no,no,no,no
2898,no,yes,no,yes,no
2899,yes,yes,no,yes,yes
2900,yes,no,yes,yes,yes
2901,no,yes,no,no,no
2902,no,yes,no,no,no
2903,yes,yes,yes,yes,no
2904,yes,yes,no,no,no
2905,no,yes,yes,no,no
2906,yes,yes,no,yes,no
2907,yes,yes,no,no,yes
2908,no,yes,yes,yes,no
2909,yes,yes,yes,yes,yes
2910,no,yes,no,no,no
2911,no,yes,no,no,no
2912,yes,no,yes,yes,yes
2913,yes,yes,no,yes,yes
2914,yes,yes,no,yes,no
2915,no,yes,yes,no,yes
2916,no,yes,yes,no,no
2917,yes,yes,yes,yes,yes
2918,no,yes,yes,yes,yes
2919,no,yes,yes,no,no
2920,no,yes,no,yes,yes
2921,yes,yes,yes,no,no
2922,yes,yes,yes,yes,yes
2923,yes,no,no,no,yes
2924,no,yes,no,no,yes
2925,yes,yes,yes,yes,no
2926,no,yes,yes,no,no
2927,yes,yes,no,yes,no
2928,yes,yes,yes,yes,yes
2929,yes,yes,no,yes,no
2930,no,no,yes,no,no
2931,yes,yes,no,no,no
2932,yes,yes,no,yes,no
2933,yes,yes,no,no,no
2934,no,no,no,no,yes
2935,yes,yes,no,yes,no
2936,yes,yes,no,yes,no
2937,yes,yes,no,no,yes
2938,yes,yes,no,yes,yes
2939,no,yes,no,no,no
2940,yes,no,no,no,no
2941,no,yes,no,yes,no
2942,yes,yes,yes,yes,yes
2943,yes,yes,no,yes,yes
2944,yes,no,no,yes,yes
2945,yes,no,no,yes,no
2946,yes,yes,yes,no,no
2947,yes,no,yes,yes,yes
2948,no,yes,no,no,no
2949,yes,yes,no,no,no
2950,no,yes,no,no,yes
2951,yes,yes,yes,no,no
2952,yes,yes,no,no,yes
2953,no,yes,no,yes,no
2954,yes,yes,yes,yes,no
2955,yes,yes,no,no,no
2956,yes,yes,no,yes,yes
2957,yes,yes,no,yes,yes
2958,no,yes,no,no,no
2959,yes,yes,no,yes,no
2960,no,yes,yes,no,no
2961,yes,yes,yes,yes,no
2962,yes,yes,no,no,no
2963,yes,yes,yes,yes,yes
2964,no,yes,no,no,no
2965,no,yes,no,no,no
2966,no,no,no,no,yes
2967,yes,yes,no,no,no
2968,no,yes,yes,yes,yes
2969,yes,yes,no,yes,yes
2970,yes,no,yes,yes,yes
2971,no,yes,no,yes,yes
2972,yes,yes,no,no,no
2973,yes,no,no,no,no
2974,yes,no,yes,yes,yes
2975,no,yes,yes,no,no
2976,no,yes,no,no,no
2977,yes,yes,no,yes,no
2978,no,yes,no,yes,yes
2979,no,yes,no,yes,no
2980,no,yes,no,yes,no
2981,no,yes,no,no,no
2982,yes,no,yes,yes,yes
2983,yes,yes,no,no,yes
2984,no,yes,no,no,yes
2985,no,no,yes,yes,yes
2986,no,yes,no,no,yes
2987,yes,no,no,yes,yes
2988,no,yes,no,no,no
2989,no,yes,no,no,no
2990,no,yes,yes,yes,yes
2991,yes,yes,yes,yes,yes
2992,no,yes,no,no,no
2993,yes,yes,no,no,yes
2994,yes,yes,no,yes,no
2995,no,yes,no,yes,no
2996,yes,yes,yes,yes,no
2997,no,yes,no,yes,yes
2998,yes,yes,no,yes,yes
2999,no,yes,no,no,no
3000,yes,no,no,yes,yes
3001,yes,no,yes,yes,yes
3002,yes,yes,yes,yes,no
3003,yes,yes,no,no,no
3004,yes,yes,no,no,yes
3005,yes,no,yes,yes,yes
3006,no,no,yes,yes,no
3007,no,yes,yes,no,yes
3008,no,yes,no,no,yes
3009,no,yes,no,no,no
3010,yes,yes,no,yes,no
3011,no,no,yes,no,no
3012,yes,yes,no,yes,no
3013,yes,no,yes,no,no
3014,no,yes,no,no,no
3015,yes,no,yes,yes,no
3016,yes,yes,yes,yes,yes
3017,yes,no,no,no,yes
3018,yes,no,yes,no,no
3019,yes,no,no,no,no
3020,yes,no,yes,yes,yes
3021,no,yes,yes,yes,yes
3022,no,no,no,yes,yes
3023,yes,no,yes,yes,yes
3024,no,yes,yes,no,yes
3025,no,yes,no,no,yes
3026,no,yes,no,no,no
3027,yes,yes,no,yes,no
3028,yes,yes,no,no,yes
3029,no,yes,no,no,no
3030,no,no,no,no,no
3031,yes,yes,yes,yes,no
3032,yes,no,no,yes,yes
3033,yes,no,yes,yes,yes
3034,yes,no,yes,yes,yes
3035,yes,yes,no,no,no
3036,yes,no,yes,yes,yes
3037,no,no,yes,yes,yes
3038,no,yes,yes,no,no
3039,yes,no,no,no,yes
3040,yes,yes,no,no,no
3041,yes,no,yes,yes,yes
3042,no,no,yes,yes,yes
3043,no,yes,no,no,no
3044,no,yes,no,no,no
3045,no,no,no,no,no
3046,yes,yes,no,no,no
3047,no,yes,yes,yes,yes
3048,no,no,yes,no,yes
3049,no,yes,yes,yes,no
3050,yes,no,yes,yes,yes
3051,yes,no,no,yes,no
3052,yes,yes,no,no,yes
3053,no,yes,no,no,no
3054,yes,yes,no,yes,no
3055,yes,no,yes,no,no
3056,no,yes,yes,no,no
3057,yes,no,yes,yes,no
3058,yes,yes,no,no,no
3059,no,yes,yes,yes,yes
3060,yes,no,yes,yes,yes
3061,yes,yes,yes,no,no
3062,no,no,yes,no,no
3063,yes,no,yes,yes,no
3064,yes,yes,no,no,no
3065,no,yes,yes,no,yes
3066,yes,yes,no,no,no
3067,no,yes,no,no,yes
3068,yes,yes,no,yes,yes
3069,yes,yes,no,no,no
3070,no,no,yes,no,no
3071,no,yes,yes,no,no
3072,no,no,yes,yes,no
3073,no,yes,no,yes,no
3074,no,yes,no,no,no
3075,no,yes,no,no,yes
3076,no,yes,no,yes,no
3077,yes,no,yes,yes,yes
3078,yes,yes,no,yes,yes
3079,yes,no,yes,yes,yes
3080,no,yes,no,no,no
3081,yes,yes,yes,no,yes
3082,yes,no,no,no,no
3083,no,yes,no,yes,no
3084,yes,yes,no,yes,no
3085,yes,no,no,no,yes
3086,yes,yes,yes,yes,yes
3087,yes,no,yes,yes,yes
3088,yes,yes,no,yes,yes
3089,no,yes,no,no,no
3090,no,yes,yes,no,yes
3091,yes,yes,yes,yes,no
3092,yes,no,no,yes,no
3093,yes,yes,yes,yes,yes
3094,yes,no,yes,yes,yes
3095,yes,yes,yes,yes,yes
3096,yes,yes,no,yes,no
3097,no,no,yes,yes,no
3098,no,yes,no,no,yes
3099,yes,yes,no,no,no
3100,yes,yes,no,yes,no
3101,no,yes,no,no,no
3102,yes,no,no,no,no
3103,yes,no,no,yes,no
3104,yes,yes,no,no,yes
3105,yes,no,yes,yes,yes
3106,yes,no,no,no,yes
3107,yes,no,yes,yes,yes
3108,no,yes,yes,yes,no
3109,no,yes,no,no,no
3110,yes,no,yes,no,yes
3111,no,yes,no,no,no
3112,yes,no,yes,no,yes
3113,yes,yes,no,yes,yes
3114,yes,yes,yes,yes,yes
3115,no,yes,yes,no,yes
3116,yes,yes,no,yes,no
3117,no,yes,no,no,no
3118,yes,yes,yes,no,yes
3119,yes,no,yes,yes,yes
3120,no,yes,no,no,yes
3121,no,no,yes,no,no
3122,yes,yes,no,yes,yes
3123,yes,yes,yes,yes,no
3124,yes,yes,yes,yes,yes
3125,yes,no,yes,yes,no
3126,no,no,yes,no,no
3127,yes,yes,no,yes,no
3128,no,yes,no,yes,no
3129,no,yes,yes,yes,no
3130,yes,yes,yes,yes,yes
3131,no,yes,no,no,no
3132,yes,yes,yes,yes,no
3133,yes,no,no,yes,no
3134,no,yes,no,no,no
3135,no,no,yes,no,no
3136,yes,yes,yes,no,yes
3137,yes,yes,yes,no,yes
3138,no,yes,no,no,no
3139,yes,no,yes,no,yes
3140,yes,yes,no,yes,no
3141,yes,yes,no,yes,yes
3142,yes,yes,yes,no,no
3143,no,yes,no,no,no
3144,yes,no,yes,yes,yes
3145,yes,no,yes,yes,yes
3146,no,yes,yes,yes,yes
3147,yes,yes,yes,yes,no
3148,yes,yes,no,no,no
3149,no,yes,yes,yes,yes
3150,no,no,yes,no,yes
3151,yes,no,yes,no,yes
3152,yes,no,yes,yes,no
3153,yes,yes,yes,no,yes
3154,no,yes,no,no,no
3155,yes,no,yes,yes,no
3156,no,no,no,no,yes
3157,yes,yes,yes,yes,yes
3158,yes,no,yes,yes,yes
3159,yes,no,no,yes,no
3160,no,yes,yes,no,yes
3161,yes,yes,yes,yes,yes
3162,yes,yes,no,yes,no
3163,yes,yes,no,yes,yes
3164,no,yes,no,yes,yes
3165,yes,yes,no,yes,yes
3166,no,no,no,no,yes
3167,yes,yes,no,no,no
3168,no,yes,yes,no,no
3169,yes,no,yes,no,yes
3170,no,yes,no,no,no
3171,no,yes,no,yes,no
3172,no,yes,no,no,yes
3173,no,yes,yes,yes,no
3174,yes,yes,yes,yes,no
3175,yes,no,yes,yes,yes
3176,yes,yes,yes,yes,no
3177,no,no,no,yes,yes
3178,yes,yes,no,yes,no
3179,yes,yes,no,no,no
3180,no,yes,yes,yes,no
3181,no,yes,no,no,no
3182,no,yes,no,no,no
3183,yes,yes,yes,yes,no
3184,yes,no,yes,no,no
3185,yes,no,no,no,no
3186,yes,no,no,yes,yes
3187,yes,no,yes,yes,yes
3188,yes,yes,no,no,no
3189,no,yes,yes,yes,yes
3190,no,yes,yes,no,yes
3191,no,no,yes,yes,yes
3192,yes,yes,no,yes,yes
3193,yes,yes,yes,yes,yes
3194,yes,no,yes,yes,yes
3195,yes,yes,yes,no,yes
3196,yes,no,yes,no,yes
3197,yes,yes,no,yes,no
3198,no,yes,no,no,yes
3199,yes,no,yes,no,no
3200,yes,no,yes,no,no
3201,no,yes,no,no,no
3202,yes,no,yes,yes,no
3203,yes,yes,yes,no,no
3204,no,yes,yes,yes,yes
3205,no,yes,yes,yes,yes
3206,no,no,yes,no,no
3207,yes,no,yes,yes,yes
3208,yes,no,no,yes,no
3209,no,yes,no,yes,no
3210,yes,no,no,no,no
3211,no,yes,no,no,no
3212,yes,yes,yes,yes,no
3213,yes,no,yes,yes,no
3214,no,yes,yes,no,yes
3215,yes,no,yes,yes,yes
3216,yes,yes,no,yes,no
3217,no,no,yes,no,no
3218,no,no,yes,yes,yes
3219,no,no,yes,yes,yes
3220,yes,yes,no,yes,no
3221,yes,yes,no,yes,no
3222,no,yes,yes,yes,no
3223,no,yes,no,no,yes
3224,no,yes,no,yes,no
3225,no,yes,yes,no,yes
3226,no,no,yes,no,no
3227,yes,no,yes,yes,yes
3228,no,yes,no,no,no
3229,yes,no,no,yes,yes
3230,yes,no,yes,yes,yes
3231,yes,yes,yes,no,no
3232,no,yes,no,no,no
3233,yes,no,yes,yes,yes
3234,yes,yes,no,no,no
3235,no,yes,no,no,no
3236,yes,yes,no,no,no
3237,no,yes,no,no,no
3238,no,yes,yes,yes,yes
3239,yes,no,no,no,no
3240,yes,yes,yes,yes,no
3241,yes,yes,no,no,no
3242,yes,no,yes,no,no
3243,no,yes,yes,no,no
3244,yes,yes,no,yes,no
3245,yes,no,yes,no,no
3246,no,yes,no,no,no
3247,yes,yes,yes,yes,no
3248,no,yes,no,no,no
3249,no,yes,yes,yes,yes
3250,yes,no,yes,yes,yes
3251,no,yes,no,yes,no
3252,yes,yes,yes,yes,yes
3253,yes,yes,no,no,no
3254,yes,yes,yes,no,no
3255,yes,yes,no,yes,yes
3256,yes,yes,no,yes,yes
3257,yes,yes,yes,yes,no
3258,yes,yes,no,yes,yes
3259,yes,no,no,yes,yes
3260,yes,no,yes,yes,yes
3261,no,no,no,no,no
3262,no,yes,no,yes,yes
3263,yes,yes,yes,yes,no
3264,yes,yes,no,yes,yes
3265,no,yes,yes,no,no
3266,yes,no,yes,yes,yes
3267,yes,yes,yes,no,no
3268,yes,no,yes,yes,no
3269,yes,yes,yes,yes,yes
3270,no,yes,no,no,yes
3271,yes,no,yes,yes,no
3272,no,yes,no,no,no
3273,yes,no,yes,no,no
3274,yes,yes,yes,yes,no
3275,yes,no,no,yes,no
3276,yes,no,yes,yes,yes
3277,yes,yes,no,yes,no
3278,yes,yes,yes,yes,yes
3279,no,yes,no,yes,no
3280,yes,no,yes,yes,yes
3281,yes,yes,no,no,no
3282,yes,yes,yes,no,no
3283,no,no,yes,no,yes
3284,yes,no,yes,yes,yes
3285,yes,no,no,yes,yes
3286,yes,no,yes,yes,yes
3287,yes,yes,yes,yes,yes
3288,yes,no,no,yes,yes
3289,yes,no,yes,yes,yes
3290,no,yes,yes,no,yes
3291,no,no,yes,no,no
3292,yes,yes,no,yes,no
3293,yes,yes,no,no,no
3294,yes,no,no,yes,yes
3295,yes,yes,no,no,yes
3296,yes,yes,yes,yes,no
3297,yes,yes,yes,no,yes
3298,yes,yes,no,yes,yes
3299,no,yes,no,no,no
3300,yes,yes,yes,yes,yes
3301,no,yes,no,no,no
3302,yes,yes,no,yes,yes
3303,yes,no,yes,yes,yes
3304,yes,yes,no,no,no
3305,yes,yes,yes,yes,no
3306,no,yes,no,no,no
3307,no,yes,no,no,no
3308,yes,yes,yes,no,no
3309,no,yes,no,yes,no
3310,no,yes,yes,yes,yes
3311,yes,yes,no,no,no
3312,no,yes,yes,yes,no
3313,yes,yes,no,no,no
3314,yes,yes,yes,yes,yes
3315,yes,yes,no,yes,no
3316,yes,yes,no,no,no
3317,yes,no,yes,yes,no
3318,no,yes,no,yes,no
3319,yes,yes,yes,yes,yes
3320,yes,no,yes,yes,yes
3321,yes,yes,yes,no,no
3322,no,no,yes,yes,yes
3323,yes,yes,yes,yes,no
3324,yes,no,yes,yes,yes
3325,no,yes,yes,no,no
3326,yes,yes,yes,yes,yes
3327,yes,no,no,yes,yes
3328,no,no,yes,no,yes
3329,no,yes,no,no,no
3330,yes,yes,no,no,no
3331,yes,yes,yes,yes,no
3332,yes,yes,yes,no,yes
3333,yes,yes,no,yes,no
3334,no,yes,no,yes,no
3335,yes,no,yes,yes,yes
3336,yes,yes,no,yes,no
3337,yes,yes,no,yes,yes
3338,yes,yes,no,no,no
3339,yes,yes,no,no,no
3340,yes,no,yes,no,yes
3341,yes,no,yes,yes,yes
3342,yes,no,yes,yes,yes
3343,no,no,yes,yes,yes
3344,yes,no,yes,yes,yes
3345,no,yes,yes,no,no
3346,yes,yes,yes,yes,yes
3347,no,yes,no,no,no
3348,yes,no,yes,yes,yes
3349,no,yes,no,no,yes
3350,yes,no,yes,yes,yes
3351,yes,yes,yes,no,yes
3352,yes,no,no,yes,yes
3353,yes,yes,yes,yes,no
3354,yes,no,yes,yes,no
3355,yes,no,yes,yes,yes
3356,yes,no,yes,no,no
3357,no,yes,yes,yes,yes
3358,yes,yes,yes,yes,no
3359,yes,yes,yes,no,no
3360,yes,no,yes,yes,no
3361,yes,yes,no,no,no
3362,yes,yes,yes,no,no
3363,no,no,yes,yes,yes
3364,yes,yes,no,yes,no
3365,no,yes,no,no,no
3366,no,yes,yes,yes,yes
3367,no,yes,yes,yes,no
3368,yes,yes,no,yes,no
3369,yes,no,no,yes,yes
3370,no,yes,yes,no,yes
3371,no,yes,yes,no,yes
3372,yes,yes,yes,no,no
3373,yes,no,yes,yes,yes
3374,yes,no,yes,yes,no
3375,yes,no,yes,yes,yes
3376,no,yes,yes,yes,no
3377,yes,yes,no,yes,no
3378,no,yes,no,yes,no
3379,no,yes,no,no,no
3380,yes,no,no,yes,no
3381,no,yes,yes,no,yes
3382,yes,yes,no,no,yes
3383,yes,yes,no,no,no
3384,yes,yes,no,no,yes
3385,yes,yes,yes,yes,yes
3386,yes,no,yes,no,no
3387,yes,yes,no,no,no
3388,yes,yes,no,yes,no
3389,yes,no,yes,no,no
3390,no,yes,no,yes,no
3391,no,yes,no,no,no
3392,no,yes,no,no,no
3393,no,no,yes,no,yes
3394,yes,yes,yes,yes,yes
3395,no,no,no,no,no
3396,yes,yes,yes,yes,no
3397,yes,no,yes,yes,yes
3398,no,yes,no,no,no
3399,yes,yes,no,no,no
3400,no,no,yes,no,no
3401,no,yes,no,no,no
3402,no,yes,yes,no,no
3403,no,yes,no,no,no
3404,yes,yes,no,no,yes
3405,yes,no,no,yes,yes
3406,yes,yes,no,yes,yes
3407,no,yes,no,no,yes
3408,no,yes,yes,no,yes
3409,no,yes,yes,no,yes
3410,no,no,yes,no,no
3411,yes,no,yes,yes,yes
3412,yes,no,yes,no,no
3413,yes,yes,yes,yes,yes
3414,yes,yes,no,no,no
3415,yes,no,yes,yes,yes
3416,yes,yes,yes,yes,no
3417,no,yes,yes,no,yes
3418,yes,yes,no,no,no
3419,yes,yes,yes,yes,no
3420,yes,no,no,yes,yes
3421,no,yes,yes,no,no
3422,yes,yes,yes,yes,yes
3423,no,yes,no,yes,no
3424,yes,yes,yes,yes,yes
3425,yes,no,no,no,no
3426,yes,yes,no,no,no
3427,yes,no,yes,yes,yes
3428,yes,no,yes,yes,no
3429,no,yes,no,no,no
3430,yes,no,yes,yes,yes
3431,yes,no,no,yes,yes
3432,yes,yes,no,yes,no
3433,no,yes,no,no,no
3434,yes,no,yes,yes,yes
3435,yes,no,yes,yes,yes
3436,yes,yes,no,no,yes
3437,no,yes,no,no,yes
3438,yes,yes,no,yes,yes
3439,no,no,yes,no,no
3440,yes,no,yes,yes,yes
3441,yes,no,yes,yes,yes
3442,no,yes,yes,no,no
3443,yes,yes,yes,yes,yes
3444,no,yes,no,yes,no
3445,yes,no,no,yes,yes
3446,no,yes,no,yes,no
3447,yes,yes,no,yes,no
3448,yes,yes,yes,yes,no
3449,yes,no,yes,yes,yes
3450,yes,yes,no,no,no
3451,no,no,yes,yes,yes
3452,no,yes,no,no,no
3453,yes,yes,no,yes,no
3454,yes,yes,no,yes,yes
3455,no,yes,yes,no,no
3456,yes,no,yes,no,yes
3457,yes,no,yes,yes,yes
3458,yes,yes,yes,yes,yes
3459,yes,no,yes,yes,no
3460,no,no,yes,no,no
3461,yes,no,yes,no,no
3462,no,no,yes,no,yes
3463,yes,no,yes,no,yes
3464,yes,yes,no,yes,no
3465,no,yes,no,no,no
3466,yes,yes,yes,yes,yes
3467,yes,no,yes,yes,yes
3468,no,yes,no,no,no
3469,no,no,yes,no,no
3470,no,yes,no,no,no
3471,yes,yes,no,yes,no
3472,yes,yes,no,yes,no
3473,yes,yes,no,yes,no
3474,no,no,no,no,no
3475,yes,yes,yes,yes,yes
3476,yes,yes,yes,yes,yes
3477,yes,no,no,yes,no
3478,yes,no,yes,no,no
3479,yes,yes,no,yes,no
3480,yes,no,yes,yes,yes
3481,yes,no,yes,no,yes
3482,yes,yes,yes,yes,yes
3483,yes,yes,yes,no,no
3484,yes,yes,no,no,no
3485,yes,yes,no,yes,yes
3486,yes,yes,yes,no,no
3487,yes,no,yes,yes,yes
3488,yes,no,no,yes,no
3489,no,yes,no,no,no
3490,no,yes,no,no,no
3491,yes,no,yes,yes,yes
3492,yes,yes,no,yes,no
3493,yes,no,yes,yes,yes
3494,yes,yes,no,no,no
3495,no,yes,yes,yes,yes
3496,no,no,no,yes,no
3497,yes,yes,yes,yes,yes
3498,no,yes,no,yes,no
3499,no,yes,no,yes,no
3500,no,yes,yes,no,no
3501,yes,no,yes,yes,yes
3502,yes,no,yes,yes,yes
3503,no,yes,no,no,no
3504,yes,yes,no,yes,no
3505,no,no,no,yes,no
3506,yes,no,yes,yes,yes
3507,yes,no,no,yes,yes
3508,yes,yes,no,yes,no
3509,yes,yes,yes,no,no
3510,no,yes,yes,yes,no
3511,yes,yes,no,no,no
3512,no,yes,yes,no,no
3513,yes,no,yes,no,no
3514,yes,no,yes,yes,yes
3515,yes,no,yes,yes,yes
3516,no,no,no,no,no
3517,yes,yes,no,yes,yes
3518,no,yes,no,no,yes
3519,yes,no,no,yes,yes
3520,yes,yes,no,yes,no
3521,no,yes,no,no,no
3522,no,yes,no,yes,yes
3523,no,yes,no,no,no
3524,no,no,no,yes,no
3525,yes,yes,no,no,no
3526,yes,no,no,yes,yes
3527,no,yes,yes,yes,yes
3528,no,yes,no,no,no
3529,yes,yes,no,yes,no
3530,yes,no,yes,no,yes
3531,yes,yes,no,no,no
3532,no,yes,yes,yes,no
3533,no,yes,no,no,no
3534,yes,yes,no,no,no
3535,no,yes,no,no,yes
3536,yes,yes,no,no,no
3537,no,yes,no,no,no
3538,no,yes,yes,no,yes
3539,no,yes,no,no,no
3540,no,yes,no,yes,yes
3541,yes,no,yes,yes,yes
3542,yes,yes,yes,yes,yes
3543,yes,no,no,no,no
3544,yes,yes,no,yes,no
3545,yes,yes,no,no,no
3546,no,yes,yes,no,no
3547,yes,no,no,yes,yes
3548,yes,yes,yes,no,no
3549,no,no,no,no,no
3550,yes,yes,no,yes,no
3551,no,yes,no,yes,no
3552,no,yes,no,yes,no
3553,yes,no,yes,yes,no
3554,no,yes,no,yes,no
3555,no,yes,no,no,no
3556,no,no,yes,no,no
3557,yes,yes,no,yes,no
3558,yes,yes,yes,yes,no
3559,yes,no,yes,yes,yes
3560,no,yes,no,no,no
3561,yes,yes,no,yes,no
3562,yes,yes,yes,no,no
3563,yes,yes,no,yes,yes
3564,yes,no,no,yes,no
3565,yes,no,yes,yes,yes
3566,yes,yes,yes,yes,yes
3567,yes,yes,no,yes,no
3568,yes,yes,yes,no,no
3569,yes,no,yes,yes,yes
3570,no,yes,no,no,no
3571,yes,no,yes,no,no
3572,yes,no,yes,yes,yes
3573,yes,yes,no,no,no
3574,yes,no,no,yes,no
3575,no,yes,yes,yes,no
3576,no,yes,yes,no,no
3577,no,yes,no,no,no
3578,yes,yes,yes,yes,yes
3579,no,yes,yes,no,no
3580,yes,no,yes,yes,yes
3581,yes,yes,yes,yes,yes
3582,no,yes,no,no,no
3583,no,yes,no,no,no
3584,yes,yes,no,yes,no
3585,yes,yes,no,yes,no
3586,yes,no,no,yes,yes
3587,no,yes,yes,yes,yes
3588,yes,yes,no,no,no
3589,yes,no,yes,yes,yes
3590,no,yes,no,no,no
3591,no,no,no,yes,yes
3592,no,yes,no,no,no
3593,no,no,no,no,no
3594,no,yes,yes,no,no
3595,no,yes,no,no,yes
3596,no,yes,no,no,yes
3597,yes,yes,no,yes,no
3598,yes,yes,yes,no,yes
3599,yes,yes,yes,yes,yes
3600,yes,yes,no,no,yes
3601,yes,yes,yes,no,no
3602,yes,yes,no,yes,no
3603,yes,no,yes,yes,yes
3604,no,yes,no,no,no
3605,no,yes,no,yes,yes
3606,no,yes,yes,no,no
3607,no,yes,yes,no,no
3608,no,yes,no,no,no
3609,no,yes,no,no,yes
